3576022	Saint John’s	AG	17.11717	-61.84573	America/Antigua
5327319	Bell Gardens	US	33.96529	-118.15146	America/Los_Angeles
5327422	Bellflower	US	33.88168	-118.11701	America/Los_Angeles
5327455	Belmont	US	37.52021	-122.2758	America/Los_Angeles
5327550	Benicia	US	38.04937	-122.15858	America/Los_Angeles
5327684	Berkeley	US	37.87159	-122.27275	America/Los_Angeles
5328041	Beverly Hills	US	34.07362	-118.40036	America/Los_Angeles
5329408	Bloomington	US	34.07029	-117.39588	America/Los_Angeles
5329649	Blythe	US	33.6103	-114.59635	America/Los_Angeles
5330167	Bostonia	US	32.80755	-116.93642	America/Los_Angeles
5330413	Boyle Heights	US	34.0339	-118.20535	America/Los_Angeles
5330567	Brawley	US	32.97866	-115.53027	America/Los_Angeles
5330582	Brea	US	33.91668	-117.90006	America/Los_Angeles
5330642	Brentwood	US	37.93187	-121.69579	America/Los_Angeles
5331575	Buena Park	US	33.86751	-117.99812	America/Los_Angeles
5331835	Burbank	US	34.18084	-118.30897	America/Los_Angeles
5331920	Burlingame	US	37.5841	-122.36608	America/Los_Angeles
5332593	Calabasas	US	34.15778	-118.63842	America/Los_Angeles
5332698	Calexico	US	32.67895	-115.49888	America/Los_Angeles
5333180	Camarillo	US	34.21639	-119.0376	America/Los_Angeles
5333282	Cameron Park	US	38.66879	-120.98716	America/Los_Angeles
5333689	Campbell	US	37.28717	-121.94996	America/Los_Angeles
5333913	Canoga Park	US	34.20112	-118.59814	America/Los_Angeles
5334223	Carlsbad	US	33.15809	-117.35059	America/Los_Angeles
5334336	Carmichael	US	38.61713	-121.32828	America/Los_Angeles
5334519	Carson	US	33.83141	-118.28202	America/Los_Angeles
5334799	Castaic	US	34.48888	-118.62287	America/Los_Angeles
5334928	Castro Valley	US	37.6941	-122.08635	America/Los_Angeles
5335006	Cathedral City	US	33.77974	-116.46529	America/Los_Angeles
5335650	Ceres	US	37.59493	-120.95771	America/Los_Angeles
5335663	Cerritos	US	33.85835	-118.06479	America/Los_Angeles
5336054	Chatsworth	US	34.25723	-118.6012	America/Los_Angeles
5336269	Chico	US	39.72849	-121.83748	America/Los_Angeles
5336537	Chino	US	34.01223	-117.68894	America/Los_Angeles
5336545	Chino Hills	US	33.9938	-117.75888	America/Los_Angeles
5336667	Chowchilla	US	37.123	-120.26018	America/Los_Angeles
5336899	Chula Vista	US	32.64005	-117.0842	America/Los_Angeles
5337561	Citrus Heights	US	38.70712	-121.28106	America/Los_Angeles
5337696	Claremont	US	34.09668	-117.71978	America/Los_Angeles
5337908	Clearlake	US	38.95823	-122.62637	America/Los_Angeles
5338122	Clovis	US	36.82523	-119.70292	America/Los_Angeles
5338166	Coachella	US	33.6803	-116.17389	America/Los_Angeles
5338783	Colton	US	34.0739	-117.31365	America/Los_Angeles
5339066	Compton	US	33.89585	-118.22007	America/Los_Angeles
5339111	Concord	US	37.97798	-122.03107	America/Los_Angeles
5339539	Corcoran	US	36.09801	-119.5604	America/Los_Angeles
5339631	Corona	US	33.87529	-117.56644	America/Los_Angeles
5339663	Coronado	US	32.68589	-117.18309	America/Los_Angeles
5339840	Costa Mesa	US	33.64113	-117.91867	America/Los_Angeles
5340175	Covina	US	34.09001	-117.89034	America/Los_Angeles
5341051	Cudahy	US	33.96057	-118.18535	America/Los_Angeles
5341114	Culver City	US	34.02112	-118.39647	America/Los_Angeles
5341145	Cupertino	US	37.323	-122.03218	America/Los_Angeles
5341256	Cypress	US	33.81696	-118.03729	America/Los_Angeles
5341430	Daly City	US	37.70577	-122.46192	America/Los_Angeles
5341483	Dana Point	US	33.46697	-117.69811	America/Los_Angeles
5341531	Danville	US	37.82159	-121.99996	America/Los_Angeles
5341704	Davis	US	38.54491	-121.74052	America/Los_Angeles
5342485	Delano	US	35.76884	-119.24705	America/Los_Angeles
5342710	Desert Hot Springs	US	33.96173	-116.50353	America/Los_Angeles
5342992	Diamond Bar	US	34.02862	-117.81034	America/Los_Angeles
5343171	Dinuba	US	36.54328	-119.38707	America/Los_Angeles
5343303	Dixon	US	38.44546	-121.8233	America/Los_Angeles
5343858	Downey	US	33.94001	-118.13257	America/Los_Angeles
5344147	Duarte	US	34.13945	-117.97729	America/Los_Angeles
5344157	Dublin	US	37.70215	-121.93579	America/Los_Angeles
5344817	East Rancho Dominguez	US	33.89807	-118.19535	America/Los_Angeles
5344942	East Hemet	US	33.74002	-116.93891	America/Los_Angeles
5344994	East Los Angeles	US	34.0239	-118.17202	America/Los_Angeles
5345032	East Palo Alto	US	37.46883	-122.14108	America/Los_Angeles
5345529	El Cajon	US	32.79477	-116.96253	America/Los_Angeles
5345609	El Centro	US	32.792	-115.56305	America/Los_Angeles
5345623	El Cerrito	US	37.91576	-122.31164	America/Los_Angeles
5345679	El Dorado Hills	US	38.68574	-121.08217	America/Los_Angeles
5345743	El Monte	US	34.06862	-118.02757	America/Los_Angeles
5345860	El Segundo	US	33.91918	-118.41647	America/Los_Angeles
5346111	Elk Grove	US	38.4088	-121.37162	America/Los_Angeles
5346646	Encinitas	US	33.03699	-117.29198	America/Los_Angeles
5346827	Escondido	US	33.11921	-117.08642	America/Los_Angeles
5347287	Fair Oaks	US	38.64463	-121.27217	America/Los_Angeles
5347335	Fairfield	US	38.24936	-122.03997	America/Los_Angeles
5347578	Fallbrook	US	33.37642	-117.25115	America/Los_Angeles
5349613	Florin	US	38.49602	-121.40884	America/Los_Angeles
5349705	Folsom	US	38.67796	-121.17606	America/Los_Angeles
5349755	Fontana	US	34.09223	-117.43505	America/Los_Angeles
5349803	Foothill Farms	US	38.67877	-121.35114	America/Los_Angeles
5350159	Foster City	US	37.55855	-122.27108	America/Los_Angeles
5350207	Fountain Valley	US	33.70918	-117.95367	America/Los_Angeles
5350734	Fremont	US	37.54827	-121.98857	America/Los_Angeles
5350937	Fresno	US	36.74773	-119.77237	America/Los_Angeles
5351247	Fullerton	US	33.87029	-117.92534	America/Los_Angeles
5351428	Galt	US	38.25464	-121.29995	America/Los_Angeles
5351515	Garden Grove	US	33.77391	-117.94145	America/Los_Angeles
5351549	Gardena	US	33.88835	-118.30896	America/Los_Angeles
5352214	Gilroy	US	37.00578	-121.56828	America/Los_Angeles
5352350	Glen Avon	US	34.01168	-117.48477	America/Los_Angeles
5352423	Glendale	US	34.14251	-118.25508	America/Los_Angeles
5352439	Glendora	US	34.13612	-117.86534	America/Los_Angeles
5352963	Goleta	US	34.43583	-119.82764	America/Los_Angeles
5353530	Granite Bay	US	38.76323	-121.16384	America/Los_Angeles
5354172	Greenfield	US	36.3208	-121.24381	America/Los_Angeles
5354819	Hacienda Heights	US	33.99307	-117.96868	America/Los_Angeles
5355180	Hanford	US	36.32745	-119.64568	America/Los_Angeles
5355828	Hawthorne	US	33.9164	-118.35257	America/Los_Angeles
5355933	Hayward	US	37.66882	-122.0808	America/Los_Angeles
5356277	Hemet	US	33.74752	-116.97197	America/Los_Angeles
5356451	Hercules	US	38.01714	-122.28858	America/Los_Angeles
5356521	Hermosa Beach	US	33.86224	-118.39952	America/Los_Angeles
5356576	Hesperia	US	34.42639	-117.30088	America/Los_Angeles
5356868	Highland	US	34.12834	-117.20865	America/Los_Angeles
5357499	Hollister	US	36.85245	-121.4016	America/Los_Angeles
5357527	Hollywood	US	34.09834	-118.32674	America/Los_Angeles
5358705	Huntington Beach	US	33.6603	-117.99923	America/Los_Angeles
5358736	Huntington Park	US	33.98168	-118.22507	America/Los_Angeles
5359054	Imperial Beach	US	32.58394	-117.11308	America/Los_Angeles
5359446	Indio	US	33.72058	-116.21556	America/Los_Angeles
5359488	Inglewood	US	33.96168	-118.35313	America/Los_Angeles
5359777	Irvine	US	33.66946	-117.82311	America/Los_Angeles
5359864	Isla Vista	US	34.41333	-119.86097	America/Los_Angeles
5363859	La Cañada Flintridge	US	34.19917	-118.18785	America/Los_Angeles
5363922	La Habra	US	33.93196	-117.94617	America/Los_Angeles
5363943	La Jolla	US	32.84727	-117.2742	America/Los_Angeles
5363990	La Mesa	US	32.76783	-117.02308	America/Los_Angeles
5364007	La Mirada	US	33.91724	-118.01201	America/Los_Angeles
5364022	La Palma	US	33.8464	-118.04673	America/Los_Angeles
5364059	La Presa	US	32.70811	-116.99725	America/Los_Angeles
5364066	La Puente	US	34.02001	-117.94951	America/Los_Angeles
5364079	La Quinta	US	33.66336	-116.31001	America/Los_Angeles
5364134	La Verne	US	34.10084	-117.76784	America/Los_Angeles
5364199	Ladera Ranch	US	33.57086	-117.63561	America/Los_Angeles
5364226	Lafayette	US	37.88576	-122.11802	America/Los_Angeles
5364271	Laguna	US	38.42102	-121.42384	America/Los_Angeles
5364275	Laguna Beach	US	33.54225	-117.78311	America/Los_Angeles
5364306	Laguna Hills	US	33.61252	-117.71283	America/Los_Angeles
5364329	Laguna Niguel	US	33.52253	-117.70755	America/Los_Angeles
5364369	Laguna Woods	US	33.6103	-117.72533	America/Los_Angeles
5364499	Lake Elsinore	US	33.66808	-117.32726	America/Los_Angeles
5364514	Lake Forest	US	33.64697	-117.68922	America/Los_Angeles
5364782	Lakeside	US	32.85727	-116.92225	America/Los_Angeles
5364855	Lakewood	US	33.85363	-118.13396	America/Los_Angeles
5364916	Lamont	US	35.25968	-118.91427	America/Los_Angeles
5364940	Lancaster	US	34.69804	-118.13674	America/Los_Angeles
5365425	Lathrop	US	37.8227	-121.27661	America/Los_Angeles
5365603	Lawndale	US	33.88724	-118.35257	America/Los_Angeles
5365893	Lemon Grove	US	32.74255	-117.03142	America/Los_Angeles
5365918	Lemoore	US	36.30078	-119.78291	America/Los_Angeles
5365937	Lennox	US	33.93807	-118.35258	America/Los_Angeles
5366375	Lincoln	US	38.89156	-121.29301	America/Los_Angeles
5366531	Linda	US	39.12767	-121.5508	America/Los_Angeles
5367314	Live Oak	US	36.98356	-121.98052	America/Los_Angeles
5367440	Livermore	US	37.68187	-121.76801	America/Los_Angeles
5367565	Lodi	US	38.1302	-121.27245	America/Los_Angeles
5367696	Loma Linda	US	34.04835	-117.26115	America/Los_Angeles
5367767	Lomita	US	33.79224	-118.31507	America/Los_Angeles
5367788	Lompoc	US	34.63915	-120.45794	America/Los_Angeles
5367929	Long Beach	US	33.76696	-118.18923	America/Los_Angeles
5368335	Los Altos	US	37.38522	-122.11413	America/Los_Angeles
5368361	Los Angeles	US	34.05223	-118.24368	America/Los_Angeles
5368453	Los Banos	US	37.05828	-120.84992	America/Los_Angeles
5368518	Los Gatos	US	37.22661	-121.97468	America/Los_Angeles
5369367	Lynwood	US	33.93029	-118.21146	America/Los_Angeles
5369568	Madera	US	36.96134	-120.06072	America/Los_Angeles
5370082	Manhattan Beach	US	33.88474	-118.41091	America/Los_Angeles
5370164	Manteca	US	37.79743	-121.21605	America/Los_Angeles
5370493	Marina	US	36.6844	-121.80217	America/Los_Angeles
5370868	Martinez	US	38.01937	-122.13413	America/Los_Angeles
5371261	Maywood	US	33.98668	-118.18535	America/Los_Angeles
5371858	Mead Valley	US	33.83335	-117.29615	America/Los_Angeles
5372205	Menifee	US	33.72835	-117.14642	America/Los_Angeles
5372223	Menlo Park	US	37.45383	-122.18219	America/Los_Angeles
5372253	Merced	US	37.30216	-120.48297	America/Los_Angeles
5373129	Millbrae	US	37.59855	-122.38719	America/Los_Angeles
5373327	Milpitas	US	37.42827	-121.90662	America/Los_Angeles
5373492	Mira Loma	US	33.99251	-117.51644	America/Los_Angeles
5373763	Mission Viejo	US	33.60002	-117.672	America/Los_Angeles
5373900	Modesto	US	37.6391	-120.99688	America/Los_Angeles
5374175	Monrovia	US	34.14806	-117.99895	America/Los_Angeles
5374232	Montclair	US	34.07751	-117.68978	America/Los_Angeles
5374322	Montebello	US	34.00946	-118.10535	America/Los_Angeles
5374361	Monterey	US	36.60024	-121.89468	America/Los_Angeles
5374406	Monterey Park	US	34.06251	-118.12285	America/Los_Angeles
5374648	Moorpark	US	34.28556	-118.88204	America/Los_Angeles
5374671	Moraga	US	37.83493	-122.12969	America/Los_Angeles
5374732	Moreno Valley	US	33.93752	-117.23059	America/Los_Angeles
5374764	Morgan Hill	US	37.1305	-121.65439	America/Los_Angeles
5375480	Mountain View	US	37.38605	-122.08385	America/Los_Angeles
5375911	Murrieta	US	33.55391	-117.21392	America/Los_Angeles
5376095	Napa	US	38.29714	-122.28553	America/Los_Angeles
5376200	National City	US	32.67811	-117.0992	America/Los_Angeles
5376803	Newark	US	37.52966	-122.04024	America/Los_Angeles
5376890	Newport Beach	US	33.61891	-117.92895	America/Los_Angeles
5377100	Nipomo	US	35.04275	-120.476	America/Los_Angeles
5377199	Norco	US	33.93113	-117.54866	America/Los_Angeles
5377613	North Glendale	US	34.16056	-118.26452	America/Los_Angeles
5377640	North Highlands	US	38.68574	-121.37217	America/Los_Angeles
5377654	North Hollywood	US	34.17223	-118.37897	America/Los_Angeles
5377985	Northridge	US	34.22834	-118.53675	America/Los_Angeles
5377995	Norwalk	US	33.90224	-118.08173	America/Los_Angeles
5378044	Novato	US	38.10742	-122.5697	America/Los_Angeles
5378500	Oakdale	US	37.76659	-120.84715	America/Los_Angeles
5378538	Oakland	US	37.80437	-122.2708	America/Los_Angeles
5378566	Oakley	US	37.99742	-121.71245	America/Los_Angeles
5378771	Oceanside	US	33.19587	-117.37948	America/Los_Angeles
5378870	Oildale	US	35.41968	-119.01955	America/Los_Angeles
5379439	Ontario	US	34.06334	-117.65089	America/Los_Angeles
5379513	Orange	US	33.78779	-117.85311	America/Los_Angeles
5379566	Orangevale	US	38.67851	-121.22578	America/Los_Angeles
5379609	Orcutt	US	34.86526	-120.436	America/Los_Angeles
5379678	Orinda	US	37.87715	-122.17969	America/Los_Angeles
5379759	Oroville	US	39.51394	-121.55776	America/Los_Angeles
5380184	Oxnard	US	34.1975	-119.17705	America/Los_Angeles
5380202	Oxnard Shores	US	34.19084	-119.2415	America/Los_Angeles
5380420	Pacifica	US	37.61383	-122.48692	America/Los_Angeles
5380437	Pacific Grove	US	36.61774	-121.91662	America/Los_Angeles
5380626	Palm Desert	US	33.72255	-116.37697	America/Los_Angeles
5380668	Palm Springs	US	33.8303	-116.54529	America/Los_Angeles
5380698	Palmdale	US	34.57943	-118.11646	America/Los_Angeles
5380748	Palo Alto	US	37.44188	-122.14302	America/Los_Angeles
5381002	Paradise	US	39.75961	-121.62192	America/Los_Angeles
5381110	Paramount	US	33.88946	-118.15979	America/Los_Angeles
5381396	Pasadena	US	34.14778	-118.14452	America/Los_Angeles
5381438	Paso Robles	US	35.62664	-120.691	America/Los_Angeles
5381515	Patterson	US	37.4716	-121.12966	America/Los_Angeles
5382146	Perris	US	33.78252	-117.22865	America/Los_Angeles
5382232	Petaluma	US	38.23242	-122.63665	America/Los_Angeles
5382496	Pico Rivera	US	33.98307	-118.09673	America/Los_Angeles
5383187	Pinole	US	38.00437	-122.29886	America/Los_Angeles
5383465	Pittsburg	US	38.02798	-121.88468	America/Los_Angeles
5383527	Placentia	US	33.87224	-117.87034	America/Los_Angeles
5383720	Pleasant Hill	US	37.94798	-122.0608	America/Los_Angeles
5383777	Pleasanton	US	37.66243	-121.87468	America/Los_Angeles
5384170	Pomona	US	34.05529	-117.75228	America/Los_Angeles
5384339	Port Hueneme	US	34.14778	-119.19511	America/Los_Angeles
5384471	Porterville	US	36.06523	-119.01677	America/Los_Angeles
5384690	Poway	US	32.96282	-117.03586	America/Los_Angeles
5385082	Prunedale	US	36.77579	-121.66967	America/Los_Angeles
5385793	Ramona	US	33.04171	-116.86808	America/Los_Angeles
5385941	Rancho Cordova	US	38.58907	-121.30273	America/Los_Angeles
5385955	Rancho Cucamonga	US	34.1064	-117.59311	America/Los_Angeles
5386015	Rancho Mirage	US	33.73974	-116.41279	America/Los_Angeles
5386035	Rancho Palos Verdes	US	33.74446	-118.38702	America/Los_Angeles
5386053	Rancho San Diego	US	32.74727	-116.9353	America/Los_Angeles
5386082	Rancho Santa Margarita	US	33.64086	-117.6031	America/Los_Angeles
5386754	Redlands	US	34.05557	-117.18254	America/Los_Angeles
5386785	Redondo Beach	US	33.84918	-118.38841	America/Los_Angeles
5386834	Redwood City	US	37.48522	-122.23635	America/Los_Angeles
5386984	Reedley	US	36.59634	-119.4504	America/Los_Angeles
5387288	Rialto	US	34.1064	-117.37032	America/Los_Angeles
5387428	Richmond	US	37.93576	-122.34775	America/Los_Angeles
5387494	Ridgecrest	US	35.62246	-117.6709	America/Los_Angeles
5387687	Rio Linda	US	38.69101	-121.44857	America/Los_Angeles
5387844	Riverbank	US	37.73604	-120.93549	America/Los_Angeles
5387877	Riverside	US	33.95335	-117.39616	America/Los_Angeles
5388319	Rocklin	US	38.79073	-121.23578	America/Los_Angeles
5388564	Rohnert Park	US	38.33964	-122.7011	America/Los_Angeles
5388735	Rosamond	US	34.86414	-118.16341	America/Los_Angeles
5388867	Rosemead	US	34.08057	-118.07285	America/Los_Angeles
5388873	Rosemont	US	38.55185	-121.36467	America/Los_Angeles
5388881	Roseville	US	38.75212	-121.28801	America/Los_Angeles
5389126	Rowland Heights	US	33.97612	-117.90534	America/Los_Angeles
5389213	Rubidoux	US	33.99613	-117.4056	America/Los_Angeles
5389489	Sacramento	US	38.58157	-121.4944	America/Los_Angeles
5391295	Salinas	US	36.67774	-121.6555	America/Los_Angeles
5391710	San Bernardino	US	34.10834	-117.28977	America/Los_Angeles
5391749	San Bruno	US	37.63049	-122.41108	America/Los_Angeles
5391760	San Carlos	US	37.50716	-122.26052	America/Los_Angeles
5391791	San Clemente	US	33.42697	-117.61199	America/Los_Angeles
5391811	San Diego	US	32.71533	-117.15726	America/Los_Angeles
5391891	San Dimas	US	34.10668	-117.80673	America/Los_Angeles
5391945	San Fernando	US	34.28195	-118.43897	America/Los_Angeles
5391959	San Francisco	US	37.77493	-122.41942	America/Los_Angeles
5392034	San Gabriel	US	34.09611	-118.10583	America/Los_Angeles
5392090	San Jacinto	US	33.78391	-116.95864	America/Los_Angeles
5392171	San Jose	US	37.33939	-121.89496	America/Los_Angeles
5392229	San Juan Capistrano	US	33.50169	-117.66255	America/Los_Angeles
5392263	San Leandro	US	37.72493	-122.15608	America/Los_Angeles
5392281	San Lorenzo	US	37.68104	-122.12441	America/Los_Angeles
5392323	San Luis Obispo	US	35.28275	-120.65962	America/Los_Angeles
5392368	San Marcos	US	33.14337	-117.16614	America/Los_Angeles
5392423	San Mateo	US	37.56299	-122.32553	America/Los_Angeles
5392508	San Pablo	US	37.96215	-122.34553	America/Los_Angeles
5392528	San Pedro	US	33.73585	-118.29229	America/Los_Angeles
5392567	San Rafael	US	37.97353	-122.53109	America/Los_Angeles
5392593	San Ramon	US	37.77993	-121.97802	America/Los_Angeles
5392868	Sanger	US	36.70801	-119.55597	America/Los_Angeles
5392900	Santa Ana	US	33.74557	-117.86783	America/Los_Angeles
5392952	Santa Barbara	US	34.42083	-119.69819	America/Los_Angeles
5393015	Santa Clara	US	37.35411	-121.95524	America/Los_Angeles
5393049	Santa Clarita	US	34.39166	-118.54259	America/Los_Angeles
5393052	Santa Cruz	US	36.97412	-122.0308	America/Los_Angeles
5393128	Santa Fe Springs	US	33.94724	-118.08535	America/Los_Angeles
5393180	Santa Maria	US	34.95303	-120.43572	America/Los_Angeles
5393212	Santa Monica	US	34.01945	-118.49119	America/Los_Angeles
5393245	Santa Paula	US	34.35417	-119.05927	America/Los_Angeles
5393287	Santa Rosa	US	38.44047	-122.71443	America/Los_Angeles
5393429	Santee	US	32.83838	-116.97392	America/Los_Angeles
5393485	Saratoga	US	37.26383	-122.02301	America/Los_Angeles
5394086	Seal Beach	US	33.74141	-118.10479	America/Los_Angeles
5394136	Seaside	US	36.61107	-121.85162	America/Los_Angeles
5394329	Selma	US	36.57078	-119.61208	America/Los_Angeles
5394842	Shafter	US	35.50051	-119.27178	America/Los_Angeles
5395244	Sherman Oaks	US	34.15112	-118.44925	America/Los_Angeles
5396003	Simi Valley	US	34.26945	-118.78148	America/Los_Angeles
5397018	Soledad	US	36.42469	-121.32632	America/Los_Angeles
5397376	South El Monte	US	34.05195	-118.04673	America/Los_Angeles
5397603	South Gate	US	33.95474	-118.21202	America/Los_Angeles
5397664	South Lake Tahoe	US	38.93324	-119.98435	America/Los_Angeles
5397717	South Pasadena	US	34.11612	-118.15035	America/Los_Angeles
5397765	South San Francisco	US	37.65466	-122.40775	America/Los_Angeles
5397777	South San Jose Hills	US	34.01279	-117.90478	America/Los_Angeles
5397841	South Whittier	US	33.96085	-118.04173	America/Los_Angeles
5397851	South Yuba City	US	39.11656	-121.63913	America/Los_Angeles
5398277	Spring Valley	US	32.74477	-116.99892	America/Los_Angeles
5398630	Stanton	US	33.80252	-117.99312	America/Los_Angeles
5399020	Stockton	US	37.9577	-121.29078	America/Los_Angeles
5399629	Suisun	US	38.23825	-122.04024	America/Los_Angeles
5399901	Sun City	US	33.70919	-117.19726	America/Los_Angeles
5400075	Sunnyvale	US	37.36883	-122.03635	America/Los_Angeles
5401395	Temecula	US	33.49364	-117.14836	America/Los_Angeles
5401469	Temple City	US	34.10723	-118.05785	America/Los_Angeles
5402405	Thousand Oaks	US	34.17056	-118.83759	America/Los_Angeles
5403022	Torrance	US	33.83585	-118.34063	America/Los_Angeles
5403191	Tracy	US	37.73987	-121.42618	America/Los_Angeles
5403676	Truckee	US	39.32796	-120.18325	America/Los_Angeles
5403783	Tulare	US	36.20773	-119.34734	America/Los_Angeles
5404024	Turlock	US	37.49466	-120.84659	America/Los_Angeles
5404119	Tustin	US	33.74585	-117.82617	America/Los_Angeles
5404122	North Tustin	US	33.76446	-117.79394	America/Los_Angeles
5404198	Twentynine Palms	US	34.13556	-116.05417	America/Los_Angeles
5404476	Ukiah	US	39.15017	-123.20778	America/Los_Angeles
5404555	Union City	US	37.59577	-122.01913	America/Los_Angeles
5404794	Universal City	US	34.1389	-118.35341	America/Los_Angeles
5404915	Upland	US	34.09751	-117.64839	America/Los_Angeles
5405228	Vacaville	US	38.35658	-121.98774	America/Los_Angeles
5405288	Valencia	US	34.44361	-118.60953	America/Los_Angeles
5405326	Valinda	US	34.04529	-117.94367	America/Los_Angeles
5405380	Vallejo	US	38.10409	-122.25664	America/Los_Angeles
5405693	Van Nuys	US	34.18667	-118.44897	America/Los_Angeles
5405878	Ventura	US	34.27834	-119.29317	America/Los_Angeles
5406222	Victorville	US	34.53611	-117.29116	America/Los_Angeles
5406421	Vincent	US	34.50055	-118.11646	America/Los_Angeles
5406567	Visalia	US	36.33023	-119.29206	America/Los_Angeles
5406602	Vista	US	33.20004	-117.24254	America/Los_Angeles
5406976	Walnut	US	34.02029	-117.86534	America/Los_Angeles
5406990	Walnut Creek	US	37.90631	-122.06496	America/Los_Angeles
5407030	Walnut Park	US	33.96807	-118.22507	America/Los_Angeles
5407529	Watsonville	US	36.91023	-121.75689	America/Los_Angeles
5407908	West Carson	US	33.82168	-118.29257	America/Los_Angeles
5407933	West Covina	US	34.06862	-117.93895	America/Los_Angeles
5408076	West Hollywood	US	34.09001	-118.36174	America/Los_Angeles
5408191	West Puente Valley	US	34.05168	-117.9684	America/Los_Angeles
5408211	West Sacramento	US	38.58046	-121.53023	America/Los_Angeles
5408406	Westminster	US	33.75918	-118.00673	America/Los_Angeles
5408431	Westmont	US	33.9414	-118.3023	America/Los_Angeles
5409059	Whittier	US	33.97918	-118.03284	America/Los_Angeles
5409260	Wildomar	US	33.59891	-117.28004	America/Los_Angeles
5409768	Willowbrook	US	33.91696	-118.25507	America/Los_Angeles
5410004	Windsor	US	38.54713	-122.81638	America/Los_Angeles
5410129	Winter Gardens	US	32.83116	-116.93336	America/Los_Angeles
5410430	Woodland	US	38.67852	-121.7733	America/Los_Angeles
5410438	Woodland Hills	US	34.16834	-118.60592	America/Los_Angeles
5410902	Yorba Linda	US	33.88863	-117.81311	America/Los_Angeles
5411015	Yuba City	US	39.14045	-121.61691	America/Los_Angeles
5411046	Yucaipa	US	34.03363	-117.04309	America/Los_Angeles
5411079	Yucca Valley	US	34.11417	-116.43224	America/Los_Angeles
5412199	Arvada	US	39.80276	-105.08748	America/Denver
5412347	Aurora	US	39.72943	-104.83192	America/Denver
5414941	Brighton	US	39.98526	-104.82053	America/Denver
5415035	Broomfield	US	39.92054	-105.08665	America/Denver
5416005	Cañon City	US	38.44098	-105.24245	America/Denver
5416329	Castle Rock	US	39.37221	-104.85609	America/Denver
5416357	Castlewood	US	39.58471	-104.90109	America/Denver
5416541	Centennial	US	39.57916	-104.87692	America/Denver
5417041	Cimarron Hills	US	38.85861	-104.69886	America/Denver
5417258	Clifton	US	39.09193	-108.44898	America/Denver
5417598	Colorado Springs	US	38.83388	-104.82136	America/Denver
5417657	Columbine	US	39.58777	-105.06943	America/Denver
5417737	Commerce City	US	39.80832	-104.93387	America/Denver
5419384	Denver	US	39.73915	-104.9847	America/Denver
5420241	Durango	US	37.27528	-107.88007	America/Denver
5421250	Englewood	US	39.64777	-104.98776	America/Denver
5422191	Fountain	US	38.68222	-104.70081	America/Denver
5423294	Golden	US	39.75554	-105.2211	America/Denver
5423573	Grand Junction	US	39.06387	-108.55065	America/Denver
5425043	Highlands Ranch	US	39.55388	-104.96943	America/Denver
5427207	Ken Caryl	US	39.57582	-105.11221	America/Denver
5427771	Lafayette	US	39.9936	-105.08971	America/Denver
5427946	Lakewood	US	39.70471	-105.08137	America/Denver
5429032	Littleton	US	39.61332	-105.01665	America/Denver
5429522	Louisville	US	39.97776	-105.13193	America/Denver
5431710	Montrose	US	38.47832	-107.87617	America/Denver
5433124	Northglenn	US	39.88554	-104.9872	America/Denver
5434006	Parker	US	39.5186	-104.76136	America/Denver
5435464	Pueblo	US	38.25445	-104.60914	America/Denver
5435477	Pueblo West	US	38.35	-104.72275	America/Denver
5438567	Sherrelwood	US	39.83776	-105.00137	America/Denver
5439752	Southglenn	US	39.58721	-104.95276	America/Denver
5441492	Thornton	US	39.86804	-104.97192	America/Denver
5443910	Westminster	US	39.83665	-105.0372	America/Denver
5443948	Wheat Ridge	US	39.7661	-105.07721	America/Denver
5445298	Dodge City	US	37.7528	-100.01708	America/Chicago
5445439	Garden City	US	37.97169	-100.87266	America/Chicago
5445820	Liberal	US	37.04308	-100.921	America/Chicago
5454627	Alamogordo	US	32.89953	-105.96027	America/Denver
5454711	Albuquerque	US	35.08449	-106.65114	America/Denver
5460459	Carlsbad	US	32.42067	-104.22884	America/Denver
5462393	Clovis	US	34.4048	-103.20523	America/Denver
5467328	Farmington	US	36.72806	-108.21869	America/Denver
5468773	Gallup	US	35.52808	-108.74258	America/Denver
5471578	Hobbs	US	32.70261	-103.13604	America/Denver
5475352	Las Cruces	US	32.31232	-106.77834	America/Denver
5487811	Rio Rancho	US	35.23338	-106.66447	America/Denver
5488441	Roswell	US	33.39437	-104.52491	America/Denver
5490263	Santa Fe	US	35.68698	-105.9378	America/Denver
5492450	South Valley	US	35.01005	-106.67808	America/Denver
5500539	Boulder City	US	35.97859	-114.83249	America/Los_Angeles
5501344	Carson City	US	39.1638	-119.7674	America/Los_Angeles
5503766	Enterprise	US	36.02525	-115.24194	America/Los_Angeles
5504003	Fernley	US	39.60797	-119.25183	America/Los_Angeles
5505411	Henderson	US	36.0397	-114.98194	America/Los_Angeles
5506956	Las Vegas	US	36.17497	-115.13722	America/Los_Angeles
5508180	Mesquite	US	36.80553	-114.06719	America/Los_Angeles
5509403	North Las Vegas	US	36.19886	-115.1175	America/Los_Angeles
5509851	Pahrump	US	36.20829	-115.98391	America/Los_Angeles
5509952	Paradise	US	36.09719	-115.14666	America/Los_Angeles
5511077	Reno	US	39.52963	-119.8138	America/Los_Angeles
5512827	Spanish Springs	US	39.64908	-119.70741	America/Los_Angeles
5512862	Sparks	US	39.53491	-119.75269	America/Los_Angeles
5512909	Spring Valley	US	36.10803	-115.245	America/Los_Angeles
